link,name,state,chamber,party,raised,spent,cash_on_hand,debts,top_industry,top_contributor,top_industry_number,top_contributor_number,all_industries,all_contributors,funding_type,total_vs_avg_raised,first_election,election_type,election_year
https://www.opensecrets.org/members-of-congress/cammack-kat/summary?cid=N00045978&cycle=2024,Kat Cammack,Florida,House,Republican,2634508,2118359,555550,0,Retired,American Israel Public Affairs Cmte,"$175,574","$25,360","[{'industry': 'Retired', 'total': '$175,574', 'individuals': '$175,574', 'pacs': '$0'}, {'industry': 'Crop Production & Basic Processing', 'total': '$160,601', 'individuals': '$70,601', 'pacs': '$90,000'}, {'industry': 'Republican/Conservative', 'total': '$147,702', 'individuals': '$142,702', 'pacs': '$5,000'}, {'industry': 'Real Estate', 'total': '$91,435', 'individuals': '$77,935', 'pacs': '$13,500'}, {'industry': 'Automotive', 'total': '$76,818', 'individuals': '$22,818', 'pacs': '$54,000'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$25,360', 'individuals': '$15,360', 'pacs': '$10,000'}, {'contributor': 'Andreessen Horowitz', 'total': '$19,800', 'individuals': '$19,800', 'pacs': '$0'}, {'contributor': 'Gleim Publications', 'total': '$18,600', 'individuals': '$18,600', 'pacs': '$0'}, {'contributor': 'University of Florida', 'total': '$17,553', 'individuals': '$17,553', 'pacs': '$0'}, {'contributor': 'Perry-Mccall Construction', 'total': '$15,000', 'individuals': '$15,000', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 970500, 'contribution_percent': 36}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 924364, 'contribution_percent': 35}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 433343, 'contribution_percent': 16}, {'contribution_type': 'other', 'contribution_amount': 306302, 'contribution_percent': 11}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2020, 'total_raised_by_congressman': 1120000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 2260000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 2630000, 'average_raised': 3310000}]",2020,Next Election,2024
https://www.opensecrets.org/members-of-congress/cantwell-maria/summary?cid=N00007836&cycle=2024,Maria Cantwell,Washington,Senate,Democrat,10959410,10537830,611211,2173182,Retired,American Israel Public Affairs Cmte,"$1,781,021","$219,250","[{'industry': 'Retired', 'total': '$1,781,021', 'individuals': '$1,781,021', 'pacs': '$0'}, {'industry': 'Securities & Investment', 'total': '$772,027', 'individuals': '$772,027', 'pacs': '$0'}, {'industry': 'Lawyers/Law Firms', 'total': '$761,021', 'individuals': '$760,771', 'pacs': '$250'}, {'industry': 'Lobbyists', 'total': '$677,998', 'individuals': '$677,998', 'pacs': '$0'}, {'industry': 'Real Estate', 'total': '$663,467', 'individuals': '$662,967', 'pacs': '$500'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$219,250', 'individuals': '$219,250', 'pacs': '$0'}, {'contributor': 'T-Mobile USA', 'total': '$121,350', 'individuals': '$121,350', 'pacs': '$0'}, {'contributor': 'Microsoft Corp', 'total': '$118,361', 'individuals': '$118,361', 'pacs': '$0'}, {'contributor': 'University of Washington', 'total': '$71,229', 'individuals': '$71,229', 'pacs': '$0'}, {'contributor': 'Amazon.com', 'total': '$66,447', 'individuals': '$66,447', 'pacs': '$0'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 9888248, 'contribution_percent': 77}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 1969002, 'contribution_percent': 15}, {'contribution_type': 'other', 'contribution_amount': 790695, 'contribution_percent': 6}, {'contribution_type': 'pac_contributions', 'contribution_amount': 76800, 'contribution_percent': 0}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 1992, 'total_raised_by_congressman': 627370, 'average_raised': 1440000}, {'year': 1994, 'total_raised_by_congressman': 896100, 'average_raised': 1480000}, {'year': 1996, 'total_raised_by_congressman': 6710, 'average_raised': 1810000}, {'year': 1998, 'total_raised_by_congressman': None, 'average_raised': 2100000}, {'year': 2000, 'total_raised_by_congressman': 11580000, 'average_raised': 1800000}, {'year': 2002, 'total_raised_by_congressman': 3360000, 'average_raised': 2089999}, {'year': 2004, 'total_raised_by_congressman': 1790000, 'average_raised': 2570000}, {'year': 2006, 'total_raised_by_congressman': 13720000, 'average_raised': 3700000}, {'year': 2008, 'total_raised_by_congressman': 967210, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 1590000, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 9420000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 1670000, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 1130000, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 9260000, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 950830, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 814510, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': 10960000, 'average_raised': 8199999}]",2000,Next Election,2024
https://www.opensecrets.org/members-of-congress/capito-shelley-moore/summary?cid=N00009771&cycle=2024,Shelley Moore Capito,West Virginia,Senate,Republican,1001825,1529244,2311365,0,Retired,Williams Companies,"$495,347","$49,200","[{'industry': 'Retired', 'total': '$495,347', 'individuals': '$495,347', 'pacs': '$0'}, {'industry': 'Securities & Investment', 'total': '$489,960', 'individuals': '$444,821', 'pacs': '$45,139'}, {'industry': 'Oil & Gas', 'total': '$402,766', 'individuals': '$137,266', 'pacs': '$265,500'}, {'industry': 'Leadership PACs', 'total': '$382,499', 'individuals': '$0', 'pacs': '$382,499'}, {'industry': 'Lawyers/Law Firms', 'total': '$265,310', 'individuals': '$168,060', 'pacs': '$97,250'}]","[{'contributor': 'Williams Companies', 'total': '$49,200', 'individuals': '$34,200', 'pacs': '$15,000'}, {'contributor': 'Blackstone Group', 'total': '$46,800', 'individuals': '$46,800', 'pacs': '$0'}, {'contributor': 'FirstEnergy Corp', 'total': '$45,325', 'individuals': '$39,325', 'pacs': '$6,000'}, {'contributor': 'GEO Group', 'total': '$43,500', 'individuals': '$33,500', 'pacs': '$10,000'}, {'contributor': 'Senior Star', 'total': '$41,900', 'individuals': '$41,900', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 3201101, 'contribution_percent': 47}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 2686282, 'contribution_percent': 39}, {'contribution_type': 'other', 'contribution_amount': 507960, 'contribution_percent': 7}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 414479, 'contribution_percent': 6}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2000, 'total_raised_by_congressman': 1370000, 'average_raised': 1800000}, {'year': 2002, 'total_raised_by_congressman': 2590000, 'average_raised': 2089999}, {'year': 2004, 'total_raised_by_congressman': 1600000, 'average_raised': 2570000}, {'year': 2006, 'total_raised_by_congressman': 2440000, 'average_raised': 3700000}, {'year': 2008, 'total_raised_by_congressman': 2220000, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 1530000, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 2450000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 7860000, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 131190, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 673040, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 4950000, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 862620, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': 1000000, 'average_raised': 8199999}]",2014,Next Election,2026
https://www.opensecrets.org/members-of-congress/caraveo-yadira/summary?cid=N00049068&cycle=2024,Yadira Caraveo,Colorado,House,Democrat,8048642,8061839,4345,0,Retired,EMILY's List,"$881,577","$165,908","[{'industry': 'Retired', 'total': '$881,577', 'individuals': '$881,577', 'pacs': '$0'}, {'industry': 'Securities & Investment', 'total': '$649,708', 'individuals': '$649,708', 'pacs': '$0'}, {'industry': 'Democratic/Liberal', 'total': '$424,013', 'individuals': '$329,347', 'pacs': '$94,666'}, {'industry': 'Leadership PACs', 'total': '$419,128', 'individuals': '$41,825', 'pacs': '$377,303'}, {'industry': 'Health Professionals', 'total': '$348,820', 'individuals': '$192,820', 'pacs': '$156,000'}]","[{'contributor': ""EMILY's List"", 'total': '$165,908', 'individuals': '$155,908', 'pacs': '$10,000'}, {'contributor': 'JStreetPAC', 'total': '$135,465', 'individuals': '$135,465', 'pacs': '$0'}, {'contributor': 'American Israel Public Affairs Cmte', 'total': '$107,650', 'individuals': '$97,650', 'pacs': '$10,000'}, {'contributor': 'University of Colorado', 'total': '$54,811', 'individuals': '$54,811', 'pacs': '$0'}, {'contributor': 'Coinbase', 'total': '$32,721', 'individuals': '$32,721', 'pacs': '$0'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 4567952, 'contribution_percent': 56}, {'contribution_type': 'pac_contributions', 'contribution_amount': 1318690, 'contribution_percent': 16}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 1294679, 'contribution_percent': 16}, {'contribution_type': 'other', 'contribution_amount': 867322, 'contribution_percent': 10}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2022, 'total_raised_by_congressman': 3530000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 8050000, 'average_raised': 3310000}]",2022,,
https://www.opensecrets.org/members-of-congress/carbajal-salud/summary?cid=N00037015&cycle=2024,Salud Carbajal,California,House,Democrat,2014462,1474579,2643869,1945,Retired,Tiger Moon Group,"$246,620","$19,800","[{'industry': 'Retired', 'total': '$246,620', 'individuals': '$246,620', 'pacs': '$0'}, {'industry': 'Democratic/Liberal', 'total': '$228,920', 'individuals': '$215,920', 'pacs': '$13,000'}, {'industry': 'Real Estate', 'total': '$92,027', 'individuals': '$77,027', 'pacs': '$15,000'}, {'industry': 'Transportation Unions', 'total': '$62,312', 'individuals': '$0', 'pacs': '$62,312'}, {'industry': 'Lawyers/Law Firms', 'total': '$62,300', 'individuals': '$50,050', 'pacs': '$12,250'}]","[{'contributor': 'Tiger Moon Group', 'total': '$19,800', 'individuals': '$19,800', 'pacs': '$0'}, {'contributor': 'Advanced Scientific Concepts', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Gilbert & Jacki Cisneros Foundation', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Grotenhuis Investments', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Sonos Inc', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}]","[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 1200299, 'contribution_percent': 59}, {'contribution_type': 'pac_contributions', 'contribution_amount': 765262, 'contribution_percent': 37}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 57016, 'contribution_percent': 2}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -8115, 'contribution_percent': 0}]","[{'year': 2016, 'total_raised_by_congressman': 3090000, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': 2730000, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 2120000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 2140000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 2009999, 'average_raised': 3310000}]",2016,Next Election,2024
https://www.opensecrets.org/members-of-congress/cardenas-tony/summary?cid=N00033373&cycle=2024,Tony Cardenas,California,House,Democrat,591968,785330,45909,0,,,,,[],[],"[{'contribution_type': 'pac_contributions', 'contribution_amount': 469659, 'contribution_percent': 73}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 168998, 'contribution_percent': 26}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 1680, 'contribution_percent': 0}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -48370, 'contribution_percent': -7}]","[{'year': 2012, 'total_raised_by_congressman': 844100, 'average_raised': 1760000}, {'year': 2014, 'total_raised_by_congressman': 1010000, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': 1700000, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': 1500000, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 1420000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 1550000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 591970, 'average_raised': 3310000}]",2012,Retiring at session end,
https://www.opensecrets.org/members-of-congress/cardin-ben/summary?cid=N00001955&cycle=2024,Ben Cardin,Maryland,Senate,Democrat,-23439,531406,463441,0,Insurance,Apollo Global Management,"$98,850","$17,200","[{'industry': 'Insurance', 'total': '$98,850', 'individuals': '$31,350', 'pacs': '$67,500'}, {'industry': 'Securities & Investment', 'total': '$61,531', 'individuals': '$27,031', 'pacs': '$34,500'}, {'industry': 'Lawyers/Law Firms', 'total': '$21,524', 'individuals': '$12,024', 'pacs': '$9,500'}, {'industry': 'Health Services/HMOs', 'total': '$18,800', 'individuals': '$8,300', 'pacs': '$10,500'}, {'industry': 'Health Professionals', 'total': '$14,556', 'individuals': '$1,056', 'pacs': '$13,500'}]","[{'contributor': 'Apollo Global Management', 'total': '$17,200', 'individuals': '$17,200', 'pacs': '$0'}, {'contributor': 'TransAmerica', 'total': '$15,000', 'individuals': '$0', 'pacs': '$15,000'}, {'contributor': 'Massachusetts Mutual Life Insurance', 'total': '$14,000', 'individuals': '$6,500', 'pacs': '$7,500'}, {'contributor': 'Kidney Care Partners', 'total': '$9,000', 'individuals': '$0', 'pacs': '$9,000'}, {'contributor': 'Tribridge Partners', 'total': '$6,600', 'individuals': '$6,600', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 231400, 'contribution_percent': 57}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 162895, 'contribution_percent': 40}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 10926, 'contribution_percent': 2}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -45383, 'contribution_percent': -11}]","[{'year': 1990, 'total_raised_by_congressman': 532750, 'average_raised': 3610000}, {'year': 1992, 'total_raised_by_congressman': 591230, 'average_raised': 1440000}, {'year': 1994, 'total_raised_by_congressman': 493520, 'average_raised': 1480000}, {'year': 1996, 'total_raised_by_congressman': 527180, 'average_raised': 1810000}, {'year': 1998, 'total_raised_by_congressman': 638620, 'average_raised': 2100000}, {'year': 2000, 'total_raised_by_congressman': 740710, 'average_raised': 1800000}, {'year': 2002, 'total_raised_by_congressman': 713470, 'average_raised': 2089999}, {'year': 2004, 'total_raised_by_congressman': 941430, 'average_raised': 2570000}, {'year': 2006, 'total_raised_by_congressman': 8740000, 'average_raised': 3700000}, {'year': 2008, 'total_raised_by_congressman': 597460, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 716380, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 5590000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 528280, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 518000, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 4050000, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 202030, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 181240, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': -23440, 'average_raised': 8199999}]",2006,Retiring at session end,
https://www.opensecrets.org/members-of-congress/carey-mike/summary?cid=N00048568&cycle=2024,Mike Carey,Ohio,House,Republican,2644015,2561337,161294,0,Insurance,American Israel Public Affairs Cmte,"$172,551","$34,150","[{'industry': 'Insurance', 'total': '$172,551', 'individuals': '$26,001', 'pacs': '$146,550'}, {'industry': 'Lobbyists', 'total': '$153,538', 'individuals': '$147,038', 'pacs': '$6,500'}, {'industry': 'Lawyers/Law Firms', 'total': '$127,670', 'individuals': '$60,920', 'pacs': '$66,750'}, {'industry': 'Real Estate', 'total': '$119,275', 'individuals': '$43,275', 'pacs': '$76,000'}, {'industry': 'Oil & Gas', 'total': '$109,150', 'individuals': '$13,850', 'pacs': '$95,300'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$34,150', 'individuals': '$24,150', 'pacs': '$10,000'}, {'contributor': 'Nationwide', 'total': '$21,900', 'individuals': '$11,900', 'pacs': '$10,000'}, {'contributor': 'Select Medical Corp', 'total': '$18,300', 'individuals': '$3,300', 'pacs': '$15,000'}, {'contributor': 'DCI Group', 'total': '$17,700', 'individuals': '$17,700', 'pacs': '$0'}, {'contributor': 'New York Life Insurance', 'total': '$15,250', 'individuals': '$5,250', 'pacs': '$10,000'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 1563750, 'contribution_percent': 59}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 837706, 'contribution_percent': 31}, {'contribution_type': 'other', 'contribution_amount': 162138, 'contribution_percent': 6}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 80421, 'contribution_percent': 3}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2022, 'total_raised_by_congressman': 2340000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 2640000, 'average_raised': 3310000}]",2021,Next Election,2024
https://www.opensecrets.org/members-of-congress/carl-jerry/summary?cid=N00044245&cycle=2024,Jerry Carl,Alabama,House,Republican,1791145,2175752,69290,254535,,,,,[],[],"[{'contribution_type': 'large_individual_contributions', 'contribution_amount': 757653, 'contribution_percent': 42}, {'contribution_type': 'pac_contributions', 'contribution_amount': 634500, 'contribution_percent': 35}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 305387, 'contribution_percent': 17}, {'contribution_type': 'other', 'contribution_amount': 93606, 'contribution_percent': 5}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2020, 'total_raised_by_congressman': 1970000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 1260000, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 1790000, 'average_raised': 3310000}]",2020,,
https://www.opensecrets.org/members-of-congress/carper-tom/summary?cid=N00012508&cycle=2024,Tom Carper,Delaware,Senate,Democrat,12630,511925,55789,0,Pharmaceuticals/Health Products,Pro-Israel America PAC,"$169,164","$23,550","[{'industry': 'Pharmaceuticals/Health Products', 'total': '$169,164', 'individuals': '$28,864', 'pacs': '$140,300'}, {'industry': 'Securities & Investment', 'total': '$128,506', 'individuals': '$80,006', 'pacs': '$48,500'}, {'industry': 'Insurance', 'total': '$118,868', 'individuals': '$37,868', 'pacs': '$81,000'}, {'industry': 'Lobbyists', 'total': '$93,587', 'individuals': '$91,087', 'pacs': '$2,500'}, {'industry': 'Chemical & Related Manufacturing', 'total': '$70,416', 'individuals': '$6,916', 'pacs': '$63,500'}]","[{'contributor': 'Pro-Israel America PAC', 'total': '$23,550', 'individuals': '$23,550', 'pacs': '$0'}, {'contributor': 'eHealth Inc', 'total': '$20,200', 'individuals': '$10,200', 'pacs': '$10,000'}, {'contributor': 'Holland & Knight', 'total': '$16,100', 'individuals': '$6,100', 'pacs': '$10,000'}, {'contributor': 'Apollo Global Management', 'total': '$15,000', 'individuals': '$15,000', 'pacs': '$0'}, {'contributor': 'Eli Lilly & Co', 'total': '$14,800', 'individuals': '$9,800', 'pacs': '$5,000'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 1049798, 'contribution_percent': 58}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 665892, 'contribution_percent': 37}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 72302, 'contribution_percent': 4}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}, {'contribution_type': 'other', 'contribution_amount': -228515, 'contribution_percent': -12}]","[{'year': 1990, 'total_raised_by_congressman': 548680, 'average_raised': 3610000}, {'year': 1992, 'total_raised_by_congressman': 1450, 'average_raised': 1440000}, {'year': 2000, 'total_raised_by_congressman': 2630000, 'average_raised': 1800000}, {'year': 2002, 'total_raised_by_congressman': 800270, 'average_raised': 2089999}, {'year': 2004, 'total_raised_by_congressman': 1060000, 'average_raised': 2570000}, {'year': 2006, 'total_raised_by_congressman': 3180000, 'average_raised': 3700000}, {'year': 2008, 'total_raised_by_congressman': 483210, 'average_raised': 3130000}, {'year': 2010, 'total_raised_by_congressman': 882970, 'average_raised': 3130000}, {'year': 2012, 'total_raised_by_congressman': 3520000, 'average_raised': 3190000}, {'year': 2014, 'total_raised_by_congressman': 529900, 'average_raised': 3930000}, {'year': 2016, 'total_raised_by_congressman': 627570, 'average_raised': 3520000}, {'year': 2018, 'total_raised_by_congressman': 3140000, 'average_raised': 5800000}, {'year': 2020, 'total_raised_by_congressman': 669520, 'average_raised': 10470000}, {'year': 2022, 'total_raised_by_congressman': 877330, 'average_raised': 9550000}, {'year': 2024, 'total_raised_by_congressman': 12630, 'average_raised': 8199999}]",2000,Retiring at session end,
https://www.opensecrets.org/members-of-congress/carson-andre/summary?cid=N00029513&cycle=2024,Andre Carson,Indiana,House,Democrat,820448,1082126,449423,0,Health Professionals,"Bose, McKinney & Evans","$60,532","$10,284","[{'industry': 'Health Professionals', 'total': '$60,532', 'individuals': '$50,032', 'pacs': '$10,500'}, {'industry': 'Transportation Unions', 'total': '$60,500', 'individuals': '$0', 'pacs': '$60,500'}, {'industry': 'Building Trade Unions', 'total': '$50,000', 'individuals': '$0', 'pacs': '$50,000'}, {'industry': 'Air Transport', 'total': '$39,251', 'individuals': '$251', 'pacs': '$39,000'}, {'industry': 'Lawyers/Law Firms', 'total': '$38,310', 'individuals': '$27,810', 'pacs': '$10,500'}]","[{'contributor': 'Bose, McKinney & Evans', 'total': '$10,284', 'individuals': '$10,284', 'pacs': '$0'}, {'contributor': 'Elevance Health', 'total': '$10,010', 'individuals': '$10', 'pacs': '$10,000'}, {'contributor': 'Allison Transmission', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}, {'contributor': 'Ally Financial', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}, {'contributor': 'American Crystal Sugar', 'total': '$10,000', 'individuals': '$0', 'pacs': '$10,000'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 466150, 'contribution_percent': 56}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 315786, 'contribution_percent': 38}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 32957, 'contribution_percent': 4}, {'contribution_type': 'other', 'contribution_amount': 5556, 'contribution_percent': 0}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2008, 'total_raised_by_congressman': 1650000, 'average_raised': 1430000}, {'year': 2010, 'total_raised_by_congressman': 946230, 'average_raised': 1620000}, {'year': 2012, 'total_raised_by_congressman': 1120000, 'average_raised': 1760000}, {'year': 2014, 'total_raised_by_congressman': 1160000, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': 1120000, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': 991930, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 1010000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 843210, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 820450, 'average_raised': 3310000}]",2008,Next Election,2024
https://www.opensecrets.org/members-of-congress/carter-buddy/summary?cid=N00035346&cycle=2024,Buddy Carter,Georgia,House,Republican,2581502,1380180,3018930,0,Health Professionals,American Israel Public Affairs Cmte,"$324,271","$35,666","[{'industry': 'Health Professionals', 'total': '$324,271', 'individuals': '$93,940', 'pacs': '$230,331'}, {'industry': 'Pharmaceuticals/Health Products', 'total': '$245,034', 'individuals': '$29,684', 'pacs': '$215,350'}, {'industry': 'Retired', 'total': '$140,755', 'individuals': '$140,755', 'pacs': '$0'}, {'industry': 'Leadership PACs', 'total': '$131,600', 'individuals': '$0', 'pacs': '$131,600'}, {'industry': 'Oil & Gas', 'total': '$76,752', 'individuals': '$10,252', 'pacs': '$66,500'}]","[{'contributor': 'American Israel Public Affairs Cmte', 'total': '$35,666', 'individuals': '$25,666', 'pacs': '$10,000'}, {'contributor': 'Daniel Defense LLC', 'total': '$16,000', 'individuals': '$16,000', 'pacs': '$0'}, {'contributor': 'National Community Pharmacists Assn', 'total': '$14,000', 'individuals': '$4,000', 'pacs': '$10,000'}, {'contributor': 'Resource & Land Consultants', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}, {'contributor': 'Yancey Brothers', 'total': '$13,200', 'individuals': '$13,200', 'pacs': '$0'}]","[{'contribution_type': 'pac_contributions', 'contribution_amount': 1583431, 'contribution_percent': 61}, {'contribution_type': 'large_individual_contributions', 'contribution_amount': 625414, 'contribution_percent': 24}, {'contribution_type': 'other', 'contribution_amount': 279044, 'contribution_percent': 10}, {'contribution_type': 'small_individual_contributions_200', 'contribution_amount': 93614, 'contribution_percent': 3}, {'contribution_type': 'candidate_selffinancing', 'contribution_amount': 0, 'contribution_percent': 0}]","[{'year': 2014, 'total_raised_by_congressman': 1830000, 'average_raised': 1720000}, {'year': 2016, 'total_raised_by_congressman': 1000000, 'average_raised': 1750000}, {'year': 2018, 'total_raised_by_congressman': 1800000, 'average_raised': 2190000}, {'year': 2020, 'total_raised_by_congressman': 2320000, 'average_raised': 2640000}, {'year': 2022, 'total_raised_by_congressman': 2089999, 'average_raised': 3060000}, {'year': 2024, 'total_raised_by_congressman': 2580000, 'average_raised': 3310000}]",2014,Next Election,2024
